"","Family","Family_gardenID","Garden","Trait","Environment","value"
"666","ASC_01","ASC_01_Vermont","Vermont","BudSet2020","away",204.652828369065
"667","ASC_02","ASC_02_Vermont","Vermont","BudSet2020","home",235.979061664771
"668","ASC_02","ASC_02_Vermont","Vermont","BudSet2020","away",208.709884935772
"669","ASC_03","ASC_03_Vermont","Vermont","BudSet2020","home",236.449418689686
"670","ASC_03","ASC_03_Vermont","Vermont","BudSet2020","away",206.189333138989
"671","ASC_04","ASC_04_Vermont","Vermont","BudSet2020","home",234.570672554734
"672","ASC_04","ASC_04_Vermont","Vermont","BudSet2020","away",208.406338604121
"673","ASC_05","ASC_05_Vermont","Vermont","BudSet2020","home",237.417626858014
"674","ASC_05","ASC_05_Vermont","Vermont","BudSet2020","away",206.305986426689
"675","ASC_06","ASC_06_Vermont","Vermont","BudSet2020","home",239.901256168792
"676","ASC_06","ASC_06_Vermont","Vermont","BudSet2020","away",206.031344031081
"677","BAL_01","BAL_01_Vermont","Vermont","BudSet2020","home",233.956526457637
"678","BAL_01","BAL_01_Vermont","Vermont","BudSet2020","away",206.331620751925
"679","BAL_02","BAL_02_Vermont","Vermont","BudSet2020","home",237.813454061939
"680","BAL_02","BAL_02_Vermont","Vermont","BudSet2020","away",211.617694336745
"681","BAL_03","BAL_03_Vermont","Vermont","BudSet2020","home",237.719382656956
"682","BAL_03","BAL_03_Vermont","Vermont","BudSet2020","away",209.052410382769
"683","BAL_04","BAL_04_Vermont","Vermont","BudSet2020","home",236.872740012109
"684","BAL_04","BAL_04_Vermont","Vermont","BudSet2020","away",209.326782695238
"685","BAL_05","BAL_05_Vermont","Vermont","BudSet2020","home",237.813454061939
"686","BAL_05","BAL_05_Vermont","Vermont","BudSet2020","away",208.092878810363
"687","BAL_10","BAL_10_Vermont","Vermont","BudSet2020","home",235.508704639856
"688","BAL_10","BAL_10_Vermont","Vermont","BudSet2020","away",206.574714329088
"689","BBE_01","BBE_01_Vermont","Vermont","BudSet2020","home",234.05059786262
"690","BBE_01","BBE_01_Vermont","Vermont","BudSet2020","away",206.175640035886
"691","BBE_02","BBE_02_Vermont","Vermont","BudSet2020","home",238.47195389682
"692","BBE_02","BBE_02_Vermont","Vermont","BudSet2020","away",204.763234091277
"693","BBE_03","BBE_03_Vermont","Vermont","BudSet2020","home",237.20198992955
"694","BBE_03","BBE_03_Vermont","Vermont","BudSet2020","away",208.402503024457
"695","BBE_04","BBE_04_Vermont","Vermont","BudSet2020","home",237.484204144498
"696","BBE_04","BBE_04_Vermont","Vermont","BudSet2020","away",210.988461725057
"697","BBE_05","BBE_05_Vermont","Vermont","BudSet2020","home",230.522920175758
"698","BBE_05","BBE_05_Vermont","Vermont","BudSet2020","away",205.065612598512
"699","BER_01","BER_01_Vermont","Vermont","BudSet2020","home",234.406834261185
"700","BER_01","BER_01_Vermont","Vermont","BudSet2020","away",209.235505313174
"701","BER_02","BER_02_Vermont","Vermont","BudSet2020","home",233.913261704328
"702","BER_02","BER_02_Vermont","Vermont","BudSet2020","away",207.977052926855
"703","BER_03","BER_03_Vermont","Vermont","BudSet2020","home",239.605112634678
"704","BER_03","BER_03_Vermont","Vermont","BudSet2020","away",209.770267437447
"705","BER_04","BER_04_Vermont","Vermont","BudSet2020","home",238.089917019525
"706","BER_04","BER_04_Vermont","Vermont","BudSet2020","away",203.396190654528
"707","BER_05","BER_05_Vermont","Vermont","BudSet2020","home",237.625311251973
"708","BER_05","BER_05_Vermont","Vermont","BudSet2020","away",207.485391419606
"709","BER_06","BER_06_Vermont","Vermont","BudSet2020","home",239.173434970061
"710","BER_06","BER_06_Vermont","Vermont","BudSet2020","away",214.845819421225
"711","BFA_01","BFA_01_Vermont","Vermont","BudSet2020","home",232.263241167943
"712","BFA_01","BFA_01_Vermont","Vermont","BudSet2020","away",205.744534732445
"713","BFA_02","BFA_02_Vermont","Vermont","BudSet2020","home",237.249025632041
"714","BFA_02","BFA_02_Vermont","Vermont","BudSet2020","away",208.911430887148
"715","BFA_03","BFA_03_Vermont","Vermont","BudSet2020","home",237.296061334533
"716","BFA_03","BFA_03_Vermont","Vermont","BudSet2020","away",204.652828369065
"717","BFA_04","BFA_04_Vermont","Vermont","BudSet2020","home",232.16916976296
"718","BFA_04","BFA_04_Vermont","Vermont","BudSet2020","away",210.822452270864
"719","BFA_05","BFA_05_Vermont","Vermont","BudSet2020","home",239.506739351633
"720","BFA_05","BFA_05_Vermont","Vermont","BudSet2020","away",208.344487104425
"721","BLA_01","BLA_01_Vermont","Vermont","BudSet2020","home",233.345062325247
"722","BLA_01","BLA_01_Vermont","Vermont","BudSet2020","away",203.480060085882
"723","BLA_02","BLA_02_Vermont","Vermont","BudSet2020","home",238.236775384362
"724","BLA_02","BLA_02_Vermont","Vermont","BudSet2020","away",211.699264358593
"725","BLA_03","BLA_03_Vermont","Vermont","BudSet2020","home",235.696847449822
"726","BLA_03","BLA_03_Vermont","Vermont","BudSet2020","away",211.783133789947
"727","BLA_04","BLA_04_Vermont","Vermont","BudSet2020","home",234.426883482551
"728","BLA_04","BLA_04_Vermont","Vermont","BudSet2020","away",207.757401084946
"729","BLA_05","BLA_05_Vermont","Vermont","BudSet2020","home",238.189739681871
"730","BLA_05","BLA_05_Vermont","Vermont","BudSet2020","away",211.783133789947
"731","BRA_01","BRA_01_Vermont","Vermont","BudSet2020","home",235.555740342347
"732","BRA_01","BRA_01_Vermont","Vermont","BudSet2020","away",203.480060085882
"733","BRA_02","BRA_02_Vermont","Vermont","BudSet2020","home",233.040597628477
"734","BRA_02","BRA_02_Vermont","Vermont","BudSet2020","away",205.080533106203
"735","BRA_03","BRA_03_Vermont","Vermont","BudSet2020","home",238.76603928802
"736","BRA_03","BRA_03_Vermont","Vermont","BudSet2020","away",210.925365696095
"737","BRA_04","BRA_04_Vermont","Vermont","BudSet2020","home",238.518989599311
"738","BRA_04","BRA_04_Vermont","Vermont","BudSet2020","away",213.125044691614
"739","BRA_05","BRA_05_Vermont","Vermont","BudSet2020","home",240.776703318903
"740","BRA_05","BRA_05_Vermont","Vermont","BudSet2020","away",205.080533106203
"741","BRB_01","BRB_01_Vermont","Vermont","BudSet2020","home",235.132419019924
"742","BRB_01","BRB_01_Vermont","Vermont","BudSet2020","away",208.512225967134
"743","BRB_02","BRB_02_Vermont","Vermont","BudSet2020","home",232.968776705315
"744","BRB_02","BRB_02_Vermont","Vermont","BudSet2020","away",206.242964790218
"745","BRB_03","BRB_03_Vermont","Vermont","BudSet2020","home",237.20198992955
"746","BRB_03","BRB_03_Vermont","Vermont","BudSet2020","away",213.446418629357
"747","BRB_04","BRB_04_Vermont","Vermont","BudSet2020","home",237.53123984699
"748","BRB_04","BRB_04_Vermont","Vermont","BudSet2020","away",204.5663145047
"749","BRU_02","BRU_02_Vermont","Vermont","BudSet2020","home",238.47195389682
"750","BRU_02","BRU_02_Vermont","Vermont","BudSet2020","away",208.402503024457
"751","BRU_03","BRU_03_Vermont","Vermont","BudSet2020","home",237.249025632041
"752","BRU_03","BRU_03_Vermont","Vermont","BudSet2020","away",206.397533891892
"753","BRU_04","BRU_04_Vermont","Vermont","BudSet2020","home",236.214240177228
"754","BRU_04","BRU_04_Vermont","Vermont","BudSet2020","away",205.157448712966
"755","BRU_05","BRU_05_Vermont","Vermont","BudSet2020","home",239.318596541667
"756","BRU_05","BRU_05_Vermont","Vermont","BudSet2020","away",203.480060085882
"757","BRU_06","BRU_06_Vermont","Vermont","BudSet2020","home",238.566025301803
"758","BRU_06","BRU_06_Vermont","Vermont","BudSet2020","away",203.396190654528
"759","B_02","B_02_Vermont","Vermont","BudSet2020","home",235.884990259788
"760","B_02","B_02_Vermont","Vermont","BudSet2020","away",207.254184496821
"761","B_03","B_03_Vermont","Vermont","BudSet2020","home",236.825704309618
"762","B_03","B_03_Vermont","Vermont","BudSet2020","away",206.778753185204
"763","B_04","B_04_Vermont","Vermont","BudSet2020","home",239.788953566582
"764","B_04","B_04_Vermont","Vermont","BudSet2020","away",207.038206856099
"765","B_05","B_05_Vermont","Vermont","BudSet2020","home",236.449418689686
"766","B_05","B_05_Vermont","Vermont","BudSet2020","away",206.319540999722
"767","B_06","B_06_Vermont","Vermont","BudSet2020","home",237.164875509782
"768","B_06","B_06_Vermont","Vermont","BudSet2020","away",208.596355460458
"769","CAM_01","CAM_01_Vermont","Vermont","BudSet2020","home",235.932025962279
"770","CAM_01","CAM_01_Vermont","Vermont","BudSet2020","away",205.667075423282
"771","CAM_02","CAM_02_Vermont","Vermont","BudSet2020","home",238.47195389682
"772","CAM_02","CAM_02_Vermont","Vermont","BudSet2020","away",209.19882930652
"773","CAM_03","CAM_03_Vermont","Vermont","BudSet2020","home",238.47195389682
"774","CAM_03","CAM_03_Vermont","Vermont","BudSet2020","away",205.066840003099
"775","CAM_04","CAM_04_Vermont","Vermont","BudSet2020","home",234.615026292517
"776","CAM_04","CAM_04_Vermont","Vermont","BudSet2020","away",205.066840003099
"777","CAM_05","CAM_05_Vermont","Vermont","BudSet2020","home",235.461668937364
"778","CAM_05","CAM_05_Vermont","Vermont","BudSet2020","away",208.00324670137
"779","CAM_06","CAM_06_Vermont","Vermont","BudSet2020","home",236.637561499652
"780","CAM_06","CAM_06_Vermont","Vermont","BudSet2020","away",203.731668379945
"781","CRA_01","CRA_01_Vermont","Vermont","BudSet2020","home",229.770348935894
"782","CRA_01","CRA_01_Vermont","Vermont","BudSet2020","away",207.757401084946
"783","CRA_02","CRA_02_Vermont","Vermont","BudSet2020","home",240.527133966215
"784","CRA_02","CRA_02_Vermont","Vermont","BudSet2020","away",213.544391848385
"785","CRA_03","CRA_03_Vermont","Vermont","BudSet2020","home",239.788953566582
"786","CRA_03","CRA_03_Vermont","Vermont","BudSet2020","away",212.873436397552
"787","CRA_04","CRA_04_Vermont","Vermont","BudSet2020","home",234.323886276305
"788","CRA_04","CRA_04_Vermont","Vermont","BudSet2020","away",206.466741931446
"789","CRA_05","CRA_05_Vermont","Vermont","BudSet2020","home",237.766418359447
"790","CRA_05","CRA_05_Vermont","Vermont","BudSet2020","away",207.297835871555
"791","CRA_06","CRA_06_Vermont","Vermont","BudSet2020","home",235.602776044839
"792","CRA_06","CRA_06_Vermont","Vermont","BudSet2020","away",204.933889487458
"793","CRR_01","CRR_01_Vermont","Vermont","BudSet2020","home",235.32056182989
"794","CRR_01","CRR_01_Vermont","Vermont","BudSet2020","away",205.8284041638
"795","CRR_02","CRR_02_Vermont","Vermont","BudSet2020","home",241.435203153784
"796","CRR_02","CRR_02_Vermont","Vermont","BudSet2020","away",209.183181417967
"797","CR_03","CR_03_Vermont","Vermont","BudSet2020","home",239.45704086762
"798","CR_03","CR_03_Vermont","Vermont","BudSet2020","away",207.925139947654
"799","CR_04","CR_04_Vermont","Vermont","BudSet2020","home",240.212274889005
"800","CR_04","CR_04_Vermont","Vermont","BudSet2020","away",208.986066323641
"801","CR_05","CR_05_Vermont","Vermont","BudSet2020","home",240.061865572404
"802","CR_05","CR_05_Vermont","Vermont","BudSet2020","away",210.508580690241
"803","CR_06","CR_06_Vermont","Vermont","BudSet2020","home",238.189739681871
"804","CR_06","CR_06_Vermont","Vermont","BudSet2020","away",210.005013112022
"805","CR_07","CR_07_Vermont","Vermont","BudSet2020","home",235.461668937364
"806","CR_07","CR_07_Vermont","Vermont","BudSet2020","away",211.890111720912
"807","DG_04","DG_04_Vermont","Vermont","BudSet2020","home",239.271560839175
"808","DG_04","DG_04_Vermont","Vermont","BudSet2020","away",213.538236177699
"809","DG_05","DG_05_Vermont","Vermont","BudSet2020","home",233.674312242688
"810","DG_05","DG_05_Vermont","Vermont","BudSet2020","away",206.671906204361
"811","DG_06","DG_06_Vermont","Vermont","BudSet2020","home",238.518989599311
"812","DG_06","DG_06_Vermont","Vermont","BudSet2020","away",211.983044308063
"813","DG_08","DG_08_Vermont","Vermont","BudSet2020","home",238.273132969456
"814","DG_08","DG_08_Vermont","Vermont","BudSet2020","away",208.467366027908
"815","DG_10","DG_10_Vermont","Vermont","BudSet2020","home",233.744136844631
"816","DG_10","DG_10_Vermont","Vermont","BudSet2020","away",212.178025448707
"817","EQU_01","EQU_01_Vermont","Vermont","BudSet2020","home",231.741542454156
"818","EQU_01","EQU_01_Vermont","Vermont","BudSet2020","away",208.594402973617
"819","EQU_02","EQU_02_Vermont","Vermont","BudSet2020","home",240.118203484022
"820","EQU_02","EQU_02_Vermont","Vermont","BudSet2020","away",205.207416844257
"821","EQU_03","EQU_03_Vermont","Vermont","BudSet2020","home",232.4984196804
"822","EQU_03","EQU_03_Vermont","Vermont","BudSet2020","away",205.312518882492
"823","EQU_04","EQU_04_Vermont","Vermont","BudSet2020","home",239.177489434192
"824","EQU_04","EQU_04_Vermont","Vermont","BudSet2020","away",214.802433318698
"825","EQU_05","EQU_05_Vermont","Vermont","BudSet2020","home",233.298026622756
"826","EQU_05","EQU_05_Vermont","Vermont","BudSet2020","away",204.213949300061
"827","EQU_06","EQU_06_Vermont","Vermont","BudSet2020","home",237.907525466922
"828","EQU_06","EQU_06_Vermont","Vermont","BudSet2020","away",208.720895764701
"829","ESC_01","ESC_01_Vermont","Vermont","BudSet2020","home",233.674312242688
"830","ESC_01","ESC_01_Vermont","Vermont","BudSet2020","away",210.425622360809
"831","ESC_02","ESC_02_Vermont","Vermont","BudSet2020","home",237.907525466922
"832","ESC_02","ESC_02_Vermont","Vermont","BudSet2020","away",209.770267437447
"833","ESC_03","ESC_03_Vermont","Vermont","BudSet2020","home",237.672346954464
"834","ESC_03","ESC_03_Vermont","Vermont","BudSet2020","away",205.97409408451
"835","ESC_04","ESC_04_Vermont","Vermont","BudSet2020","home",241.058917533852
"836","ESC_04","ESC_04_Vermont","Vermont","BudSet2020","away",212.632778670058
"837","ESC_05","ESC_05_Vermont","Vermont","BudSet2020","home",240.306346293988
"838","ESC_05","ESC_05_Vermont","Vermont","BudSet2020","away",205.025436952661
"839","ESC_06","ESC_06_Vermont","Vermont","BudSet2020","home",236.402382987194
"840","ESC_06","ESC_06_Vermont","Vermont","BudSet2020","away",211.227684623159
"841","G13_01","G13_01_Vermont","Vermont","BudSet2020","home",240.494489103954
"842","G13_01","G13_01_Vermont","Vermont","BudSet2020","away",206.894446668583
"843","G13_02","G13_02_Vermont","Vermont","BudSet2020","home",238.660096706786
"844","G13_02","G13_02_Vermont","Vermont","BudSet2020","away",206.143372649676
"845","G13_03","G13_03_Vermont","Vermont","BudSet2020","home",239.74191786409
"846","G13_03","G13_03_Vermont","Vermont","BudSet2020","away",208.344487104425
"847","G13_04","G13_04_Vermont","Vermont","BudSet2020","home",237.484204144498
"848","G13_04","G13_04_Vermont","Vermont","BudSet2020","away",208.319760578009
"849","G13_05","G13_05_Vermont","Vermont","BudSet2020","home",239.866064077197
"850","G13_05","G13_05_Vermont","Vermont","BudSet2020","away",205.8284041638
"851","G18_01","G18_01_Vermont","Vermont","BudSet2020","home",239.835989269073
"852","G18_01","G18_01_Vermont","Vermont","BudSet2020","away",214.550825024636
"853","G18_02","G18_02_Vermont","Vermont","BudSet2020","home",239.506739351633
"854","G18_02","G18_02_Vermont","Vermont","BudSet2020","away",207.039481187119
"855","G18_03","G18_03_Vermont","Vermont","BudSet2020","home",239.469578504175
"856","G18_03","G18_03_Vermont","Vermont","BudSet2020","away",204.657861969902
"857","G57_01","G57_01_Vermont","Vermont","BudSet2020","home",241.388167451292
"858","G57_01","G57_01_Vermont","Vermont","BudSet2020","away",212.370219809427
"859","G57_02","G57_02_Vermont","Vermont","BudSet2020","home",238.283811086854
"860","G57_02","G57_02_Vermont","Vermont","BudSet2020","away",203.815537811299
"861","G57_03","G57_03_Vermont","Vermont","BudSet2020","home",233.674312242688
"862","G57_03","G57_03_Vermont","Vermont","BudSet2020","away",204.23488496807
"863","G57_04","G57_04_Vermont","Vermont","BudSet2020","home",238.236775384362
"864","G57_04","G57_04_Vermont","Vermont","BudSet2020","away",203.396190654528
"865","G57_05","G57_05_Vermont","Vermont","BudSet2020","home",238.895275219243
"866","G57_05","G57_05_Vermont","Vermont","BudSet2020","away",212.873436397552
"867","G57_06","G57_06_Vermont","Vermont","BudSet2020","home",235.602776044839
"868","G57_06","G57_06_Vermont","Vermont","BudSet2020","away",204.067146105362
"869","G57_07","G57_07_Vermont","Vermont","BudSet2020","home",237.437168442007
"870","G57_07","G57_07_Vermont","Vermont","BudSet2020","away",212.370219809427
"871","G57_08","G57_08_Vermont","Vermont","BudSet2020","home",238.613061004294
"872","G57_08","G57_08_Vermont","Vermont","BudSet2020","away",218.382565896993
"873","G57_09","G57_09_Vermont","Vermont","BudSet2020","home",238.095668276888
"874","G57_09","G57_09_Vermont","Vermont","BudSet2020","away",209.236620351983
"875","G57_10","G57_10_Vermont","Vermont","BudSet2020","home",235.602776044839
"876","G57_10","G57_10_Vermont","Vermont","BudSet2020","away",205.157920652092
"877","G57_11","G57_11_Vermont","Vermont","BudSet2020","home",238.518989599311
"878","G57_11","G57_11_Vermont","Vermont","BudSet2020","away",216.285775172587
"879","GFM_48","GFM_48_Vermont","Vermont","BudSet2020","home",235.555740342347
"880","GFM_48","GFM_48_Vermont","Vermont","BudSet2020","away",211.067569656036
"881","GFM_49","GFM_49_Vermont","Vermont","BudSet2020","home",236.233052721557
"882","GFM_49","GFM_49_Vermont","Vermont","BudSet2020","away",220.589424082137
"883","GFM_50","GFM_50_Vermont","Vermont","BudSet2020","home",235.958884608149
"884","GFM_50","GFM_50_Vermont","Vermont","BudSet2020","away",206.667098477342
"885","GFM_51","GFM_51_Vermont","Vermont","BudSet2020","home",234.027742742191
"886","GFM_51","GFM_51_Vermont","Vermont","BudSet2020","away",207.954955839146
"887","GFM_55","GFM_55_Vermont","Vermont","BudSet2020","home",238.76603928802
"888","GFM_55","GFM_55_Vermont","Vermont","BudSet2020","away",206.955233157009
"889","GPA_01","GPA_01_Vermont","Vermont","BudSet2020","home",236.543490094669
"890","GPA_01","GPA_01_Vermont","Vermont","BudSet2020","away",204.318754399424
"891","GPA_02","GPA_02_Vermont","Vermont","BudSet2020","home",237.86048976443
"892","GPA_02","GPA_02_Vermont","Vermont","BudSet2020","away",204.580139160871
"893","GPA_03","GPA_03_Vermont","Vermont","BudSet2020","home",235.705889435506
"894","GPA_03","GPA_03_Vermont","Vermont","BudSet2020","away",203.396190654528
"895","GPA_04","GPA_04_Vermont","Vermont","BudSet2020","home",237.154954227058
"896","GPA_04","GPA_04_Vermont","Vermont","BudSet2020","away",210.152095004009
"897","GRE_01","GRE_01_Vermont","Vermont","BudSet2020","home",236.825704309618
"898","GRE_01","GRE_01_Vermont","Vermont","BudSet2020","away",205.744534732445
"899","GRE_03","GRE_03_Vermont","Vermont","BudSet2020","home",233.533205135213
"900","GRE_03","GRE_03_Vermont","Vermont","BudSet2020","away",208.777767987161
"901","GRE_04","GRE_04_Vermont","Vermont","BudSet2020","home",237.939503577918
"902","GRE_04","GRE_04_Vermont","Vermont","BudSet2020","away",204.108847261826
"903","GRE_05","GRE_05_Vermont","Vermont","BudSet2020","home",238.095668276888
"904","GRE_05","GRE_05_Vermont","Vermont","BudSet2020","away",205.574721743877
"905","GRE_06","GRE_06_Vermont","Vermont","BudSet2020","home",234.567990590026
"906","GRE_06","GRE_06_Vermont","Vermont","BudSet2020","away",206.143042032143
"907","GRE_07","GRE_07_Vermont","Vermont","BudSet2020","home",236.59052579716
"908","GRE_07","GRE_07_Vermont","Vermont","BudSet2020","away",209.694357677996
"909","HR_01","HR_01_Vermont","Vermont","BudSet2020","home",232.037685988271
"910","HR_01","HR_01_Vermont","Vermont","BudSet2020","away",207.485688719827
"911","HR_02","HR_02_Vermont","Vermont","BudSet2020","home",240.259310591497
"912","HR_02","HR_02_Vermont","Vermont","BudSet2020","away",223.997017649728
"913","HR_03","HR_03_Vermont","Vermont","BudSet2020","home",235.226490424907
"914","HR_03","HR_03_Vermont","Vermont","BudSet2020","away",209.854136868801
"915","HR_05","HR_05_Vermont","Vermont","BudSet2020","home",235.226490424907
"916","HR_05","HR_05_Vermont","Vermont","BudSet2020","away",209.143957847972
"917","HR_06","HR_06_Vermont","Vermont","BudSet2020","home",239.177489434192
"918","HR_06","HR_06_Vermont","Vermont","BudSet2020","away",218.940918229755
"919","HR_07","HR_07_Vermont","Vermont","BudSet2020","home",237.343097037024
"920","HR_07","HR_07_Vermont","Vermont","BudSet2020","away",214.07204210271
"921","HR_10","HR_10_Vermont","Vermont","BudSet2020","home",240.118203484022
"922","HR_10","HR_10_Vermont","Vermont","BudSet2020","away",219.030814006719
"923","HUN_01","HUN_01_Vermont","Vermont","BudSet2020","home",235.297467880187
"924","HUN_01","HUN_01_Vermont","Vermont","BudSet2020","away",206.227737152777
"925","HUN_02","HUN_02_Vermont","Vermont","BudSet2020","home",235.257157227417
"926","HUN_02","HUN_02_Vermont","Vermont","BudSet2020","away",206.30571634355
"927","HUN_04","HUN_04_Vermont","Vermont","BudSet2020","home",237.813454061939
"928","HUN_04","HUN_04_Vermont","Vermont","BudSet2020","away",209.010679158027
"929","HUN_05","HUN_05_Vermont","Vermont","BudSet2020","home",238.424918194328
"930","HUN_05","HUN_05_Vermont","Vermont","BudSet2020","away",204.566584587839
"931","HUN_06","HUN_06_Vermont","Vermont","BudSet2020","home",239.835989269073
"932","HUN_06","HUN_06_Vermont","Vermont","BudSet2020","away",213.002505959516
"933","HUN_07","HUN_07_Vermont","Vermont","BudSet2020","home",240.823739021394
"934","HUN_07","HUN_07_Vermont","Vermont","BudSet2020","away",210.608717291214
"935","IND_01","IND_01_Vermont","Vermont","BudSet2020","home",242.093702988665
"936","IND_01","IND_01_Vermont","Vermont","BudSet2020","away",211.615394927239
"937","IND_02","IND_02_Vermont","Vermont","BudSet2020","home",237.249025632041
"938","IND_02","IND_02_Vermont","Vermont","BudSet2020","away",206.411088464924
"939","IND_03","IND_03_Vermont","Vermont","BudSet2020","home",235.932025962279
"940","IND_03","IND_03_Vermont","Vermont","BudSet2020","away",212.537958672135
"941","IND_04","IND_04_Vermont","Vermont","BudSet2020","home",241.435203153784
"942","IND_04","IND_04_Vermont","Vermont","BudSet2020","away",210.896914259854
"943","IND_05","IND_05_Vermont","Vermont","BudSet2020","home",239.74191786409
"944","IND_05","IND_05_Vermont","Vermont","BudSet2020","away",210.018706215126
"945","IND_06","IND_06_Vermont","Vermont","BudSet2020","home",234.96553060022
"946","IND_06","IND_06_Vermont","Vermont","BudSet2020","away",203.731668379945
"947","JAY_01","JAY_01_Vermont","Vermont","BudSet2020","home",244.16327389829
"948","JAY_01","JAY_01_Vermont","Vermont","BudSet2020","away",206.591637539246
"949","JAY_02","JAY_02_Vermont","Vermont","BudSet2020","home",239.74191786409
"950","JAY_02","JAY_02_Vermont","Vermont","BudSet2020","away",205.29896430946
"951","JAY_03","JAY_03_Vermont","Vermont","BudSet2020","home",238.613061004294
"952","JAY_03","JAY_03_Vermont","Vermont","BudSet2020","away",211.2703865429
"953","KAN_02","KAN_02_Vermont","Vermont","BudSet2020","home",234.456191516871
"954","KAN_02","KAN_02_Vermont","Vermont","BudSet2020","away",211.867003221301
"955","KAN_03","KAN_03_Vermont","Vermont","BudSet2020","home",236.308311582211
"956","KAN_03","KAN_03_Vermont","Vermont","BudSet2020","away",205.156693247504
"957","KAN_04","KAN_04_Vermont","Vermont","BudSet2020","home",232.398953304562
"958","KAN_04","KAN_04_Vermont","Vermont","BudSet2020","away",204.200394727028
"959","KAN_05","KAN_05_Vermont","Vermont","BudSet2020","home",237.766418359447
"960","KAN_05","KAN_05_Vermont","Vermont","BudSet2020","away",204.933889487458
"961","KAN_06","KAN_06_Vermont","Vermont","BudSet2020","home",236.214240177228
"962","KAN_06","KAN_06_Vermont","Vermont","BudSet2020","away",205.024321913852
"963","KIL_01","KIL_01_Vermont","Vermont","BudSet2020","home",235.696847449822
"964","KIL_01","KIL_01_Vermont","Vermont","BudSet2020","away",205.8284041638
"965","KIL_02","KIL_02_Vermont","Vermont","BudSet2020","home",238.164541788484
"966","KIL_02","KIL_02_Vermont","Vermont","BudSet2020","away",210.221479571089
"967","KIL_03","KIL_03_Vermont","Vermont","BudSet2020","home",238.001596871905
"968","KIL_03","KIL_03_Vermont","Vermont","BudSet2020","away",206.9548608122
"969","KIL_04","KIL_04_Vermont","Vermont","BudSet2020","home",241.435203153784
"970","KIL_04","KIL_04_Vermont","Vermont","BudSet2020","away",206.9548608122
"971","KIL_05","KIL_05_Vermont","Vermont","BudSet2020","home",235.064245111591
"972","KIL_05","KIL_05_Vermont","Vermont","BudSet2020","away",206.58994196653
"973","KIL_06","KIL_06_Vermont","Vermont","BudSet2020","home",230.664027283232
"974","KIL_06","KIL_06_Vermont","Vermont","BudSet2020","away",204.201509765837
"975","KOS_01","KOS_01_Vermont","Vermont","BudSet2020","home",236.939820827649
"976","KOS_01","KOS_01_Vermont","Vermont","BudSet2020","away",204.200124643889
"977","KOS_02","KOS_02_Vermont","Vermont","BudSet2020","home",237.484204144498
"978","KOS_02","KOS_02_Vermont","Vermont","BudSet2020","away",215.177015449453
"979","KOS_03","KOS_03_Vermont","Vermont","BudSet2020","home",237.86048976443
"980","KOS_03","KOS_03_Vermont","Vermont","BudSet2020","away",205.115869379055
"981","KOS_04","KOS_04_Vermont","Vermont","BudSet2020","home",235.461668937364
"982","KOS_04","KOS_04_Vermont","Vermont","BudSet2020","away",212.97987628459
"983","KOS_05","KOS_05_Vermont","Vermont","BudSet2020","home",235.039832783102
"984","KOS_05","KOS_05_Vermont","Vermont","BudSet2020","away",207.384915744139
"985","KOS_07","KOS_07_Vermont","Vermont","BudSet2020","home",237.715973408787
"986","KOS_07","KOS_07_Vermont","Vermont","BudSet2020","away",210.507353285653
"987","LEU_01","LEU_01_Vermont","Vermont","BudSet2020","home",236.214240177228
"988","LEU_01","LEU_01_Vermont","Vermont","BudSet2020","away",205.939526482739
"989","LEU_02","LEU_02_Vermont","Vermont","BudSet2020","home",235.132419019924
"990","LEU_02","LEU_02_Vermont","Vermont","BudSet2020","away",206.126449439519
"991","LEU_04","LEU_04_Vermont","Vermont","BudSet2020","home",235.409745901391
"992","LEU_04","LEU_04_Vermont","Vermont","BudSet2020","away",208.77888302597
"993","LEU_05","LEU_05_Vermont","Vermont","BudSet2020","home",235.508704639856
"994","LEU_05","LEU_05_Vermont","Vermont","BudSet2020","away",207.221461078716
"995","LOL_01","LOL_01_Vermont","Vermont","BudSet2020","home",235.932025962279
"996","LOL_01","LOL_01_Vermont","Vermont","BudSet2020","away",206.305986426689
"997","LOL_02","LOL_02_Vermont","Vermont","BudSet2020","home",237.578275549481
"998","LOL_02","LOL_02_Vermont","Vermont","BudSet2020","away",206.591306921713
"999","LOL_03","LOL_03_Vermont","Vermont","BudSet2020","home",240.400417698971
"1000","LOL_03","LOL_03_Vermont","Vermont","BudSet2020","away",207.346002361945
"1001","LOL_04","LOL_04_Vermont","Vermont","BudSet2020","home",238.151353199364
"1002","LOL_04","LOL_04_Vermont","Vermont","BudSet2020","away",206.375661282453
"1003","LOL_05","LOL_05_Vermont","Vermont","BudSet2020","home",233.250990920264
"1004","LOL_05","LOL_05_Vermont","Vermont","BudSet2020","away",208.242037768977
"1005","MAC_01","MAC_01_Vermont","Vermont","BudSet2020","home",232.793811350048
"1006","MAC_01","MAC_01_Vermont","Vermont","BudSet2020","away",206.014383217126
"1007","MAC_02","MAC_02_Vermont","Vermont","BudSet2020","home",234.7090976975
"1008","MAC_02","MAC_02_Vermont","Vermont","BudSet2020","away",206.953323585869
"1009","MAC_03","MAC_03_Vermont","Vermont","BudSet2020","home",238.142703979379
"1010","MAC_03","MAC_03_Vermont","Vermont","BudSet2020","away",209.919160644026
"1011","MAC_04","MAC_04_Vermont","Vermont","BudSet2020","home",235.837954557296
